"Catalogue ID","Churchwell ID","l","b","Effective Radius (arcmin)","Thickness (arcmin)","Eccentricity","Position Angle (deg)","Hit Rate","Dispersion (arcmin)","Hierarchy Flag"
MWP1G340093-001704,,340.093,-0.170,1.52,1.35,0.26,24,0.37,0.007,
MWP1G315314-002691,,315.314,-0.269,1.34,1.50,0.28,39,0.37,0.008,
MWP1G349814-005951,S1 CS116,349.814,-0.595,4.10,2.04,0.33,27,0.37,0.021,
MWP1G055267+002505,N120,055.267,+0.251,1.21,1.32,0.42,7,0.37,0.005,
MWP1G350767-002698,,350.767,-0.270,5.37,4.05,0.31,35,0.37,0.024,
MWP1G033719-004135,,033.719,-0.413,1.10,1.07,0.18,14,0.37,0.003,
MWP1G043734+001170,N89,043.734,+0.117,1.18,1.04,0.41,15,0.37,0.009,
MWP1G332678-006262,S51,332.678,-0.626,1.52,1.09,0.57,29,0.37,0.016,1 2
MWP1G050043-002744,N104,050.043,-0.274,0.98,0.90,0.34,24,0.37,0.005,
MWP1G347230+000152,,347.230,+0.015,0.67,0.57,0.48,82,0.37,0.002,2
MWP1G339846+003050,S28,339.846,+0.305,0.73,0.74,0.29,16,0.37,0.005,
MWP1G302509-007380,,302.509,-0.738,1.97,1.74,0.41,21,0.37,0.015,2
MWP1G032794+002065,,032.794,+0.206,0.41,0.37,0.08,6,0.37,0.001,
MWP1G032390+003455,,032.390,+0.346,2.69,2.00,0.31,26,0.37,0.009,
MWP1G031431+002886,,031.431,+0.289,0.60,0.59,0.38,32,0.37,0.002,
MWP1G350338+001625,CS105,350.338,+0.162,0.82,0.79,0.21,7,0.37,0.003,
MWP1G350327+000925,CS106,350.327,+0.093,0.87,0.76,0.26,6,0.37,0.004,
MWP1G035544+000131,N67,035.544,+0.013,0.86,0.77,0.22,4,0.37,0.004,
MWP1G024495+002399,N35,024.495,+0.240,3.52,2.79,0.19,28,0.37,0.031,1
MWP1G011182-003472,,011.182,-0.347,1.78,1.65,0.25,6,0.37,0.006,
MWP1G013841+001963,,013.841,+0.196,1.56,1.24,0.31,12,0.37,0.019,1
MWP1G319934-006331,,319.934,-0.633,0.38,0.52,0.23,12,0.37,0.002,
MWP1G044231+000775,N91,044.231,+0.077,3.41,2.64,0.45,51,0.37,0.031,
MWP1G325102+000578,,325.102,+0.058,4.44,2.78,0.22,36,0.37,0.027,1
MWP1G013222+000832,N11,013.222,+0.083,1.29,1.10,0.57,25,0.37,0.007,
MWP1G012309-000609,,012.309,-0.061,1.95,1.28,0.07,13,0.37,0.012,
MWP1G334204+001902,,334.204,+0.190,0.82,0.91,0.28,10,0.37,0.003,
MWP1G332711+005667,,332.711,+0.567,1.54,1.35,0.31,18,0.37,0.008,
MWP1G043447+001158,,043.447,+0.116,0.57,0.54,0.42,32,0.37,0.003,
MWP1G302464-000303,,302.464,-0.030,0.42,0.54,0.33,21,0.37,0.004,2
MWP1G338574+000204,S32,338.574,+0.020,1.21,1.01,0.50,35,0.36,0.005,
MWP1G332379+000796,S53,332.379,+0.080,0.82,0.89,0.35,12,0.36,0.003,2
MWP1G342434-002329,,342.434,-0.233,0.76,0.80,0.44,39,0.36,0.003,
MWP1G352168+003074,CS73,352.168,+0.307,4.09,3.41,0.26,24,0.36,0.024,
MWP1G035054+003345,,035.054,+0.335,1.70,1.95,0.23,8,0.36,0.006,1
MWP1G021352-001363,N28,021.352,-0.136,0.69,0.78,0.15,2,0.36,0.003,
MWP1G328314-005907,,328.314,-0.591,0.77,0.80,0.10,7,0.36,0.002,2
MWP1G019359-000967,,019.359,-0.097,0.85,1.00,0.23,17,0.36,0.006,
MWP1G055445+008879,N121,055.445,+0.888,0.74,0.68,0.29,8,0.36,0.003,
MWP1G306301-008946,,306.301,-0.895,1.11,1.20,0.50,91,0.36,0.005,
MWP1G322200+005193,,322.200,+0.519,4.13,3.13,0.10,42,0.36,0.024,
MWP1G045774-003790,,045.774,-0.379,0.90,0.93,0.18,16,0.36,0.003,
MWP1G050623+002820,,050.623,+0.282,1.54,1.00,0.33,46,0.36,0.012,
MWP1G338920+006008,S29,338.920,+0.601,2.50,2.21,0.34,38,0.36,0.031,2
MWP1G008122-004823,CN108,008.122,-0.482,5.29,4.59,0.41,22,0.36,0.036,
MWP1G043829+003957,,043.829,+0.396,1.07,1.02,0.37,33,0.36,0.014,
MWP1G018198-001688,,018.198,-0.169,0.60,0.63,0.16,19,0.36,0.004,
MWP1G056083-001780,N122,056.083,-0.178,0.93,0.89,0.19,15,0.36,0.005,
MWP1G005504-002529,,005.504,-0.253,0.46,0.55,0.52,2,0.36,0.002,
MWP1G343478-000364,S16 S17,343.478,-0.036,2.43,2.57,0.44,18,0.36,0.017,1 2
MWP1G015887+001938,,015.887,+0.194,2.22,2.08,0.10,8,0.36,0.006,
MWP1G352393-000667,CS71,352.393,-0.067,0.82,0.98,0.20,58,0.36,0.005,2
MWP1G303913-007165,S163,303.913,-0.717,3.35,2.75,0.36,40,0.36,0.020,1
MWP1G339609-008947,,339.609,-0.895,2.05,1.91,0.39,80,0.36,0.011,
MWP1G046098+004196,,046.098,+0.420,0.77,0.73,0.25,25,0.36,0.005,
MWP1G008828-003841,CN122,008.828,-0.384,0.91,1.00,0.35,37,0.36,0.003,
MWP1G043279-004475,,043.279,-0.447,1.21,0.98,0.29,26,0.36,0.007,
MWP1G024190-000332,,024.190,-0.033,0.97,0.95,0.19,5,0.36,0.004,
MWP1G310175-002488,,310.175,-0.249,0.80,0.97,0.11,12,0.36,0.004,
MWP1G297515-007773,,297.515,-0.777,0.45,0.46,0.35,21,0.36,0.002,2
MWP1G334311-000988,,334.311,-0.099,0.87,0.70,0.38,41,0.36,0.007,
MWP1G303056+001645,,303.056,+0.164,1.57,2.22,0.18,18,0.36,0.010,1
MWP1G002441+004805,CN30,002.441,+0.481,0.92,0.65,0.38,37,0.36,0.002,
MWP1G044503+003373,,044.503,+0.337,0.80,0.78,0.28,21,0.36,0.004,
MWP1G061055-008256,,061.055,-0.826,0.72,0.80,0.03,4,0.36,0.002,
MWP1G028028-000333,N47,028.028,-0.033,1.90,1.76,0.25,9,0.35,0.010,
MWP1G326044-004989,,326.044,-0.499,2.71,2.31,0.14,27,0.35,0.020,
MWP1G304263-003919,,304.263,-0.392,0.79,0.75,0.08,17,0.35,0.003,
MWP1G026308+000701,,026.308,+0.070,0.79,0.74,0.38,48,0.35,0.004,
MWP1G012824+005433,,012.824,+0.543,1.25,1.55,0.17,27,0.35,0.006,
MWP1G328998+009559,,328.998,+0.956,0.96,1.06,0.29,42,0.35,0.005,
MWP1G351238-000155,,351.238,-0.016,0.44,0.51,0.08,0,0.35,0.003,
MWP1G005769-009319,,005.769,-0.932,1.21,1.15,0.27,14,0.35,0.003,
MWP1G311456+007512,,311.456,+0.751,2.57,1.89,0.32,13,0.35,0.013,
MWP1G029158-002619,N51,029.158,-0.262,1.89,1.56,0.28,24,0.35,0.006,
MWP1G043920-008216,,043.920,-0.822,2.17,2.22,0.42,22,0.35,0.024,
MWP1G043395+005650,,043.395,+0.565,0.68,0.60,0.41,13,0.35,0.003,2
MWP1G028893-007917,,028.893,-0.792,0.39,0.44,0.11,1,0.35,0.002,
MWP1G321119-004957,,321.119,-0.496,3.29,2.98,0.44,32,0.35,0.047,1
MWP1G041132-005548,,041.132,-0.555,0.82,0.88,0.34,13,0.35,0.005,2
MWP1G025372-001767,N38 N39,025.372,-0.177,2.93,2.61,0.33,44,0.35,0.028,
MWP1G338283-003672,,338.283,-0.367,0.72,0.60,0.38,45,0.35,0.005,
MWP1G345434+002068,,345.434,+0.207,0.96,0.97,0.23,25,0.35,0.004,
MWP1G019505-001900,N25,019.505,-0.190,0.74,0.83,0.28,22,0.35,0.004,
MWP1G006200-003369,CN79,006.200,-0.337,0.95,1.06,0.32,8,0.35,0.003,
MWP1G305687+000984,,305.687,+0.098,0.85,0.95,0.05,14,0.35,0.003,
MWP1G327528-008503,S74,327.528,-0.850,1.24,1.19,0.41,49,0.35,0.007,2
MWP1G062368-005384,N130,062.368,-0.538,0.88,0.86,0.33,13,0.35,0.005,
MWP1G049586-003716,,049.586,-0.372,1.21,1.09,0.28,7,0.35,0.009,1 2
MWP1G321158+000052,,321.158,+0.005,1.03,1.17,0.06,25,0.35,0.005,
MWP1G043434+005189,,043.434,+0.519,0.68,0.71,0.17,3,0.35,0.003,
MWP1G033284-003298,,033.284,-0.330,0.79,0.86,0.34,16,0.35,0.003,
MWP1G050662-005234,,050.662,-0.523,0.72,0.85,0.10,1,0.35,0.002,
MWP1G345580-000391,,345.580,-0.039,1.61,1.61,0.15,6,0.35,0.008,1
MWP1G299064+002144,,299.064,+0.214,2.59,1.94,0.39,60,0.35,0.021,
MWP1G320116-004855,,320.116,-0.486,1.54,1.52,0.24,20,0.35,0.007,1
MWP1G328574-005568,,328.574,-0.557,0.88,0.75,0.33,2,0.35,0.003,2
MWP1G358383-008437,,358.383,-0.844,1.62,1.55,0.31,55,0.35,0.008,
MWP1G355662+003775,,355.662,+0.377,0.43,0.64,0.11,15,0.35,0.002,
MWP1G307318+008643,,307.318,+0.864,0.76,0.57,0.22,26,0.35,0.003,
MWP1G350326+001417,CS105,350.326,+0.142,0.85,0.88,0.28,14,0.34,0.004,
MWP1G024763+006252,,024.763,+0.625,1.22,1.22,0.33,13,0.34,0.005,2
MWP1G329298-003885,,329.298,-0.389,0.47,0.66,0.15,17,0.34,0.001,
MWP1G328561-005077,,328.561,-0.508,2.17,1.70,0.34,18,0.34,0.027,1
MWP1G306742+002620,S147,306.742,+0.262,1.56,1.38,0.37,54,0.34,0.009,
MWP1G014913-004121,,014.913,-0.412,0.74,0.82,0.35,15,0.34,0.003,
MWP1G050302+006756,,050.302,+0.676,1.03,1.00,0.14,17,0.34,0.006,
MWP1G053174+001497,,053.174,+0.150,1.22,1.00,0.69,17,0.34,0.004,2
MWP1G028610-000090,,028.610,-0.009,0.98,0.85,0.42,21,0.34,0.006,
MWP1G047580-000727,,047.580,-0.073,0.63,0.72,0.16,36,0.34,0.004,
MWP1G006158-006085,CN78,006.158,-0.609,0.78,0.93,0.18,17,0.34,0.003,
MWP1G014883-003104,,014.883,-0.310,1.45,1.10,0.32,34,0.34,0.005,
MWP1G319879+008062,S98,319.879,+0.806,1.20,1.07,0.55,7,0.34,0.009,
MWP1G037297+004595,,037.297,+0.459,0.80,0.75,0.34,35,0.34,0.003,
MWP1G346272+001125,,346.272,+0.112,1.47,1.39,0.47,62,0.34,0.012,
MWP1G005190-002877,CN64,005.190,-0.288,0.88,0.77,0.18,29,0.34,0.008,
MWP1G308080-004027,,308.080,-0.403,0.80,0.73,0.28,13,0.34,0.007,
MWP1G302819-008411,,302.819,-0.841,0.83,0.81,0.31,2,0.34,0.004,
MWP1G323967+006905,,323.967,+0.690,3.09,2.65,0.60,16,0.34,0.015,
MWP1G345929-001302,,345.929,-0.130,0.36,0.32,0.15,12,0.34,0.003,
MWP1G310670-004461,S140,310.670,-0.446,0.92,0.94,0.10,14,0.34,0.007,
MWP1G359955-005070,CS1,359.955,-0.507,2.01,2.19,0.55,30,0.34,0.008,
MWP1G343522-000060,S16,343.522,-0.006,0.37,0.46,0.30,16,0.34,0.002,2
MWP1G340584+003512,,340.584,+0.351,0.34,0.33,0.31,38,0.34,0.001,2
MWP1G035652-000348,N68,035.652,-0.035,3.25,2.09,0.56,64,0.34,0.023,1
MWP1G052231+007378,N113,052.231,+0.738,0.59,0.61,0.42,11,0.34,0.002,2
MWP1G042836+002567,,042.836,+0.257,1.14,0.92,0.16,4,0.34,0.005,
MWP1G303976-000371,,303.976,-0.037,0.90,0.93,0.39,30,0.34,0.004,
MWP1G328963+002273,,328.963,+0.227,1.27,1.37,0.39,13,0.34,0.016,1
MWP1G046175+005351,,046.175,+0.535,0.75,0.74,0.02,17,0.34,0.003,
MWP1G353085+003151,CS62,353.085,+0.315,4.09,2.89,0.31,29,0.34,0.045,
MWP1G010078-004186,,010.078,-0.419,1.39,1.26,0.36,13,0.34,0.004,2
MWP1G015684-002904,,015.684,-0.290,3.96,2.37,0.17,14,0.34,0.020,
MWP1G304927+005553,,304.927,+0.555,0.90,1.04,0.35,7,0.33,0.004,2
MWP1G031890-003336,,031.890,-0.334,3.05,2.53,0.24,44,0.33,0.016,2
MWP1G310627-004275,,310.627,-0.428,0.89,1.14,0.37,20,0.33,0.003,
MWP1G030342+003810,,030.342,+0.381,0.49,0.50,0.05,19,0.33,0.002,
MWP1G024464+004973,,024.464,+0.497,1.24,1.23,0.21,27,0.33,0.009,1
MWP1G047866-008511,,047.866,-0.851,0.68,0.79,0.17,15,0.33,0.003,
MWP1G017010+009109,,017.010,+0.911,0.70,0.81,0.05,17,0.33,0.002,2
MWP1G343554-000482,,343.554,-0.048,0.52,0.61,0.06,0,0.33,0.003,
MWP1G339196-005694,,339.196,-0.569,0.66,0.51,0.48,3,0.33,0.003,2
MWP1G030993-000734,,030.993,-0.073,0.38,0.46,0.47,28,0.33,0.003,
MWP1G006365-000535,CN82,006.365,-0.054,0.38,0.41,0.61,15,0.33,0.003,2
MWP1G063137+002452,,063.137,+0.245,0.96,1.21,0.15,8,0.33,0.004,
MWP1G329380+003922,,329.380,+0.392,1.87,1.58,0.33,39,0.33,0.008,
MWP1G333236-002965,,333.236,-0.297,3.00,2.33,0.28,26,0.33,0.018,1
MWP1G332287+005250,,332.287,+0.525,1.00,0.90,0.11,40,0.33,0.005,
MWP1G001087-000113,,001.087,-0.011,1.51,1.32,0.44,5,0.33,0.004,1
MWP1G307398-005814,,307.398,-0.581,0.72,0.56,0.33,28,0.33,0.003,1
MWP1G336884-007525,,336.884,-0.753,0.71,0.67,0.11,9,0.33,0.003,
MWP1G026593+000972,N43,026.593,+0.097,0.76,0.80,0.12,15,0.33,0.005,
MWP1G352320+000094,CS71,352.320,+0.009,5.92,4.59,0.18,44,0.33,0.040,1
MWP1G354668+002549,CS45,354.668,+0.255,1.82,1.33,0.38,37,0.33,0.012,
MWP1G030250+002413,,030.250,+0.241,0.60,0.59,0.41,7,0.33,0.003,
MWP1G328817-000040,,328.817,-0.004,0.60,0.71,0.28,9,0.33,0.003,
MWP1G322398+002040,,322.398,+0.204,0.77,0.83,0.03,8,0.33,0.004,1
MWP1G017011-000545,,017.011,-0.054,1.26,1.00,0.30,23,0.33,0.011,
MWP1G340886-003596,,340.886,-0.360,0.46,0.44,0.56,59,0.33,0.003,
MWP1G347910+000557,,347.910,+0.056,0.51,0.56,0.11,15,0.33,0.003,2
MWP1G010748-004703,N2,010.748,-0.470,6.14,3.85,0.44,40,0.33,0.054,1
MWP1G338345-001594,,338.345,-0.159,0.38,0.40,0.29,24,0.33,0.001,
MWP1G031613+003353,,031.613,+0.335,1.47,1.24,0.24,15,0.33,0.004,
MWP1G014587+000967,,014.587,+0.097,4.86,3.00,0.03,33,0.33,0.051,1
MWP1G337530-004036,,337.530,-0.404,0.61,0.68,0.34,40,0.33,0.002,
MWP1G327648-003352,,327.648,-0.335,1.54,1.48,0.41,27,0.33,0.013,1
MWP1G045678-000055,,045.678,-0.005,0.46,0.59,0.20,2,0.33,0.002,
MWP1G333049+007283,,333.049,+0.728,0.69,0.72,0.48,14,0.33,0.004,
MWP1G342286+002891,,342.286,+0.289,2.49,1.69,0.26,47,0.33,0.010,
MWP1G030845+001399,,030.845,+0.140,0.97,0.88,0.32,24,0.33,0.005,
MWP1G022991-003666,,022.991,-0.367,1.60,1.20,0.51,37,0.33,0.009,
MWP1G312949+002628,,312.949,+0.263,0.66,0.79,0.22,30,0.33,0.002,
MWP1G356562-000829,CS26,356.562,-0.083,0.79,0.66,0.05,48,0.33,0.003,
MWP1G320281+004505,,320.281,+0.450,2.52,2.59,0.29,34,0.33,0.033,1
MWP1G299776-002838,S173,299.776,-0.284,0.76,0.75,0.17,33,0.33,0.004,
MWP1G334429+003344,,334.429,+0.334,0.58,0.56,0.33,19,0.33,0.005,
MWP1G007642-000884,,007.642,-0.088,1.94,1.56,0.58,18,0.33,0.012,
MWP1G301126-001547,S169,301.126,-0.155,3.22,2.74,0.17,25,0.33,0.017,1
MWP1G304514+006536,,304.514,+0.654,1.78,1.03,0.24,62,0.33,0.009,
MWP1G019065-002781,,019.065,-0.278,0.94,0.84,0.28,16,0.33,0.004,2
MWP1G056895+004700,,056.895,+0.470,2.27,2.14,0.42,33,0.32,0.011,
MWP1G299692-005971,,299.692,-0.597,1.07,1.31,0.18,22,0.32,0.009,
MWP1G052321-001340,,052.321,-0.134,0.39,0.45,0.18,17,0.32,0.002,
MWP1G329338+001292,,329.338,+0.129,0.88,0.82,0.22,11,0.32,0.004,
MWP1G045196-004386,,045.196,-0.439,0.89,0.91,0.37,37,0.32,0.003,
MWP1G058604+006396,N124,058.604,+0.640,1.67,1.21,0.05,16,0.32,0.008,
MWP1G358634-004796,CS11,358.634,-0.480,0.51,0.59,0.04,40,0.32,0.003,
MWP1G344934-002252,,344.934,-0.225,0.45,0.43,0.47,14,0.32,0.001,
MWP1G349905+001614,,349.905,+0.161,0.47,0.52,0.34,8,0.32,0.001,2
MWP1G345238-004100,,345.238,-0.410,0.67,0.71,0.33,23,0.32,0.004,
MWP1G059602+003212,N126,059.602,+0.321,1.78,1.76,0.11,9,0.32,0.008,
MWP1G007039+001763,CN93,007.039,+0.176,0.77,0.72,0.13,7,0.32,0.002,
MWP1G020991+000963,,020.991,+0.096,0.91,0.98,0.08,13,0.32,0.006,
MWP1G013365-003739,,013.365,-0.374,0.45,0.56,0.25,0,0.32,0.003,
MWP1G038354-001328,N72,038.354,-0.133,0.97,1.01,0.09,13,0.32,0.005,
MWP1G305263+002133,S156,305.263,+0.213,1.87,2.08,0.36,6,0.32,0.006,
MWP1G045963-003839,,045.963,-0.384,0.81,0.87,0.14,14,0.32,0.003,
MWP1G003606-002144,CN42,003.606,-0.214,1.61,1.58,0.07,7,0.32,0.007,
MWP1G038016-003955,,038.016,-0.396,1.49,1.23,0.46,10,0.32,0.009,
MWP1G320257-003206,,320.257,-0.321,2.42,2.43,0.37,11,0.32,0.028,1
MWP1G032762-001495,N57,032.762,-0.149,0.36,0.38,0.07,9,0.32,0.001,
MWP1G304944+004695,,304.944,+0.469,0.78,0.46,0.35,31,0.32,0.005,
MWP1G326664+005225,S79,326.664,+0.523,4.82,3.96,0.38,19,0.32,0.033,1
MWP1G316095-005112,,316.095,-0.511,0.76,0.74,0.35,22,0.32,0.003,
MWP1G297314-002877,,297.314,-0.288,1.68,1.64,0.46,34,0.32,0.012,
MWP1G331667+000456,,331.667,+0.046,2.95,1.86,0.12,6,0.32,0.007,
MWP1G337488-005347,S38,337.488,-0.535,0.82,1.11,0.23,19,0.32,0.003,
MWP1G002520-000238,CN31,002.520,-0.024,1.44,1.04,0.25,20,0.32,0.007,
MWP1G059797+002436,,059.797,+0.244,1.42,1.54,0.30,11,0.32,0.008,
MWP1G017318+003905,,017.318,+0.390,0.76,0.92,0.25,10,0.32,0.002,
MWP1G314234+004579,S116,314.234,+0.458,2.37,2.09,0.47,28,0.32,0.033,1
MWP1G046481-002389,,046.481,-0.239,2.77,3.39,0.15,35,0.32,0.017,
MWP1G024291-001491,N34,024.291,-0.149,2.14,1.08,0.37,36,0.32,0.023,
MWP1G001328+001475,CN25,001.328,+0.148,0.79,0.71,0.14,27,0.32,0.002,
MWP1G320427-002713,,320.427,-0.271,1.51,1.41,0.02,19,0.32,0.006,
MWP1G325356-000415,,325.356,-0.042,0.80,0.81,0.33,44,0.32,0.005,
MWP1G339559+002861,,339.559,+0.286,0.89,0.80,0.23,3,0.32,0.003,
MWP1G326071-004032,,326.071,-0.403,2.97,2.60,0.44,39,0.32,0.022,
MWP1G341667-003864,,341.667,-0.386,2.24,2.47,0.71,21,0.32,0.008,
MWP1G029921-000481,,029.921,-0.048,1.24,1.05,0.13,15,0.32,0.037,1
MWP1G327138-002613,S75,327.138,-0.261,0.69,0.82,0.32,37,0.32,0.002,
MWP1G052766+003333,,052.766,+0.333,0.78,0.74,0.12,18,0.32,0.005,
MWP1G009353-000214,,009.353,-0.021,0.66,0.53,0.54,31,0.32,0.005,
MWP1G025369-003614,N40,025.369,-0.361,1.29,1.17,0.42,12,0.31,0.007,
MWP1G339299+002904,,339.299,+0.290,2.09,1.49,0.35,18,0.31,0.026,2
MWP1G350769-000781,CS96,350.769,-0.078,0.45,0.41,0.09,19,0.31,0.003,
MWP1G000659+006579,CN20,000.659,+0.658,3.27,2.27,0.46,25,0.31,0.029,
MWP1G334401-005223,,334.401,-0.522,0.49,0.53,0.21,7,0.31,0.001,
MWP1G302967-005407,,302.967,-0.541,0.86,1.03,0.26,3,0.31,0.003,
MWP1G348860-001698,,348.860,-0.170,0.49,0.51,0.11,0,0.31,0.001,
MWP1G297242-007433,,297.242,-0.743,1.10,1.11,0.11,24,0.31,0.010,1
MWP1G037349+006876,,037.349,+0.688,0.64,0.67,0.35,38,0.31,0.002,
MWP1G012686+000107,,012.686,+0.011,0.49,0.59,0.18,18,0.31,0.004,
MWP1G024964+002566,,024.964,+0.257,0.38,0.32,0.00,0,0.31,0.001,
MWP1G350621+009387,CS100 CS102 CS98,350.621,+0.939,6.03,4.47,0.55,31,0.31,0.042,1
MWP1G034088+004405,,034.088,+0.441,0.72,0.83,0.43,22,0.31,0.002,
MWP1G019632-001189,,019.632,-0.119,2.70,2.63,0.55,16,0.31,0.019,1
MWP1G045432+000594,,045.432,+0.059,1.54,1.58,0.21,20,0.31,0.013,
MWP1G355806+001066,,355.806,+0.107,0.65,0.62,0.17,14,0.31,0.003,
MWP1G034246+001023,,034.246,+0.102,1.02,1.06,0.13,10,0.31,0.007,2
MWP1G004109+000256,CN52,004.109,+0.026,0.71,0.65,0.61,5,0.31,0.004,
MWP1G324543-002836,,324.543,-0.284,1.50,1.08,0.23,30,0.31,0.013,
MWP1G311493-004567,,311.493,-0.457,1.75,1.60,0.40,31,0.31,0.008,
MWP1G311313-005101,,311.313,-0.510,1.29,1.27,0.38,1,0.31,0.008,
MWP1G033840-001238,,033.840,-0.124,0.45,0.57,0.18,10,0.31,0.002,
MWP1G328925-005565,,328.925,-0.556,0.66,0.35,0.20,40,0.31,0.002,
MWP1G318771-003706,,318.771,-0.371,0.49,0.54,0.37,31,0.31,0.002,
MWP1G350325-000092,CS107,350.325,-0.009,0.67,0.51,0.53,79,0.31,0.003,
MWP1G332551+002544,,332.551,+0.254,0.74,0.74,0.38,26,0.31,0.004,
MWP1G048827-000279,,048.827,-0.028,1.85,1.43,0.26,24,0.31,0.012,
MWP1G331395+005654,S57,331.395,+0.565,1.85,1.50,0.36,44,0.31,0.008,1 2
MWP1G016560+000056,,016.560,+0.006,0.42,0.36,0.58,13,0.31,0.003,
MWP1G000569-008550,CN16 CN17 CN15,000.569,-0.855,2.02,2.09,0.37,14,0.31,0.009,1
MWP1G008465+001211,CN115,008.465,+0.121,1.57,1.10,0.33,32,0.31,0.004,
MWP1G024095+004551,,024.095,+0.455,0.72,0.82,0.04,11,0.31,0.002,2
MWP1G357987-001576,,357.987,-0.158,0.33,0.29,0.10,0,0.31,0.001,
MWP1G029092-006708,,029.092,-0.671,4.53,3.90,0.46,52,0.31,0.028,1
MWP1G026261+002812,N41,026.261,+0.281,0.84,0.74,0.33,12,0.31,0.006,
MWP1G024735+000889,,024.735,+0.089,1.02,1.01,0.56,58,0.31,0.006,
MWP1G341301-003011,S22,341.301,-0.301,1.11,1.01,0.08,16,0.31,0.005,
MWP1G336488-002027,S41,336.488,-0.203,3.01,2.51,0.10,40,0.31,0.037,1
MWP1G353053-000155,CS64,353.053,-0.016,0.39,0.51,0.23,7,0.31,0.003,
MWP1G339394-005453,,339.394,-0.545,1.44,1.48,0.19,20,0.31,0.006,
MWP1G033176-000097,,033.176,-0.010,2.00,1.91,0.42,36,0.31,0.016,1
MWP1G028934-005833,,028.934,-0.583,2.68,2.31,0.12,46,0.31,0.020,1
MWP1G327770-003461,,327.770,-0.346,1.23,1.08,0.10,16,0.31,0.007,
MWP1G001057-001488,CN21,001.057,-0.149,0.84,0.92,0.51,17,0.31,0.005,
MWP1G041910-001259,,041.910,-0.126,1.75,1.38,0.23,17,0.31,0.009,
MWP1G024150+001239,,024.150,+0.124,1.33,1.31,0.43,16,0.31,0.006,
MWP1G344805-002561,,344.805,-0.256,1.14,1.27,0.60,13,0.31,0.004,
MWP1G002374-000491,,002.374,-0.049,0.47,0.50,0.24,29,0.31,0.003,
MWP1G015177+000470,,015.177,+0.047,0.39,0.42,0.12,34,0.31,0.003,
MWP1G310888+000101,S139,310.888,+0.010,0.42,0.41,0.13,29,0.31,0.002,
MWP1G337096-009586,,337.096,-0.959,1.73,2.07,0.47,0,0.31,0.009,
MWP1G313851-002426,,313.851,-0.243,0.60,0.56,0.19,3,0.30,0.002,
MWP1G049353-002782,,049.353,-0.278,1.11,0.95,0.30,25,0.30,0.004,
MWP1G031522+001513,,031.522,+0.151,1.32,0.87,0.23,44,0.30,0.007,
MWP1G348059+002450,,348.059,+0.245,0.72,0.84,0.24,13,0.30,0.003,
MWP1G021871+002260,,021.871,+0.226,1.27,1.09,0.35,17,0.30,0.007,
MWP1G324929-006215,,324.929,-0.622,0.49,0.39,0.57,16,0.30,0.004,
MWP1G338024+000188,,338.024,+0.019,1.00,0.81,0.31,18,0.30,0.010,
MWP1G005526+000395,CN67,005.526,+0.039,0.72,0.50,0.25,30,0.30,0.004,
MWP1G018081+000708,,018.081,+0.071,0.71,0.70,0.18,26,0.30,0.004,
MWP1G021140-003042,,021.140,-0.304,0.39,0.42,0.57,75,0.30,0.001,
MWP1G336515+001282,S40,336.515,+0.128,1.96,2.09,0.33,54,0.30,0.014,
MWP1G029613-006009,,029.613,-0.601,0.59,0.68,0.11,34,0.30,0.003,
MWP1G052533-009480,,052.533,-0.948,1.19,1.24,0.36,15,0.30,0.007,
MWP1G024558-001329,,024.558,-0.133,0.81,0.78,0.37,19,0.30,0.004,
MWP1G011998-002399,,011.998,-0.240,1.66,1.34,0.27,45,0.30,0.012,
MWP1G333317-005620,,333.317,-0.562,2.36,2.00,0.44,11,0.30,0.006,
MWP1G008579-006834,CN118,008.579,-0.683,1.42,1.36,0.12,38,0.30,0.007,
MWP1G304862-003289,,304.862,-0.329,0.44,0.67,0.08,0,0.30,0.002,
MWP1G347160+000031,,347.160,+0.003,1.23,1.02,0.23,22,0.30,0.010,2
MWP1G007439+007066,CN99 CN101,007.439,+0.707,4.48,3.08,0.22,32,0.30,0.032,1
MWP1G013899-000113,N13,013.899,-0.011,0.50,0.56,0.58,8,0.30,0.003,
MWP1G003392+008807,CN40,003.392,+0.881,0.49,0.53,0.41,16,0.30,0.002,
MWP1G032868-004262,,032.868,-0.426,1.22,1.22,0.15,43,0.30,0.008,
MWP1G339285-007634,,339.285,-0.763,1.48,1.38,0.25,22,0.30,0.013,2
MWP1G340114-003483,,340.114,-0.348,3.42,2.94,0.18,11,0.30,0.013,1
MWP1G028398+005151,,028.398,+0.515,3.04,1.68,0.34,13,0.30,0.027,
MWP1G335424+006690,,335.424,+0.669,0.37,0.50,0.27,14,0.30,0.001,
MWP1G004346+001351,CN56,004.346,+0.135,1.96,1.54,0.49,15,0.30,0.011,1
MWP1G309374-001502,,309.374,-0.150,0.63,0.82,0.34,13,0.30,0.002,
MWP1G303599-006307,,303.599,-0.631,1.81,1.24,0.44,31,0.30,0.012,
MWP1G031147+002879,N54,031.147,+0.288,1.53,1.45,0.32,20,0.30,0.011,
MWP1G321787-006866,,321.787,-0.687,0.45,0.55,0.13,10,0.30,0.002,
MWP1G040625-006455,,040.625,-0.645,1.61,1.47,0.32,21,0.30,0.013,
MWP1G302437-001075,,302.437,-0.107,1.00,1.14,0.39,21,0.30,0.006,
